IncidentID,Timestamp,SourceIP,DestinationServer,AttackerCountry,AttackType,Severity,Status,ResponseTimeMinutes,FirewallAction
SEC-INC-50608,2024-05-13 08:56:32,141.89.163.88,SRV-PROD-02,India,Privilege Escalation,Medium,Investigating,,Alerted
SEC-INC-50609,2024-07-12 20:29:53,76.61.106.39,SRV-PROD-05,Brazil,SQL Injection,Low,Resolved,98,Alerted
SEC-INC-50610,2024-03-28 21:00:05,141.187.11.142,SRV-PROD-01,Unknown,Phishing Attempt,Medium,Investigating,,Alerted
SEC-INC-50611,2024-11-04 22:21:45,187.118.159.91,SRV-PROD-01,USA,Brute Force SSH,Low,False Positive,17,Allowed
SEC-INC-50612,2024-07-19 09:12:16,180.32.228.143,SRV-PROD-01,Germany,Privilege Escalation,Medium,Investigating,,Blocked
SEC-INC-50613,2024-08-30 18:08:52,108.133.50.97,SRV-PROD-04,China,DDoS Attack,Low,Investigating,,Blocked
SEC-INC-50614,2024-02-03 05:09:06,147.159.174.76,SRV-PROD-03,Germany,DDoS Attack,Low,Resolved,67,Alerted
SEC-INC-50615,2024-03-07 13:24:28,180.111.55.27,SRV-PROD-05,Germany,Phishing Attempt,Medium,Resolved,104,Alerted
SEC-INC-50616,2024-11-19 14:11:42,85.91.243.193,SRV-PROD-06,Germany,Phishing Attempt,Low,Investigating,,Blocked
SEC-INC-50617,2024-12-11 13:26:11,132.140.175.48,SRV-PROD-05,Brazil,Privilege Escalation,Low,Resolved,125,Alerted
SEC-INC-50618,2024-06-06 14:58:15,116.221.75.132,SRV-PROD-01,Brazil,Privilege Escalation,Low,Investigating,,Blocked
SEC-INC-50619,2024-12-23 18:14:23,177.46.213.252,SRV-PROD-05,India,Privilege Escalation,Critical,Mitigated,161,Blocked
SEC-INC-50620,2024-12-22 02:14:24,217.177.88.10,SRV-PROD-05,Russia,SQL Injection,Low,Investigating,,Allowed
SEC-INC-50621,2024-06-30 07:04:31,179.66.151.81,SRV-PROD-02,Netherlands,Privilege Escalation,Low,Investigating,,Allowed
SEC-INC-50622,2024-02-16 03:26:36,198.117.135.120,SRV-PROD-02,Russia,Malware Infiltration,Critical,Investigating,,Blocked
SEC-INC-50623,2024-10-30 03:19:42,206.174.51.127,SRV-PROD-04,USA,DDoS Attack,Medium,Investigating,,Allowed
SEC-INC-50624,2024-07-27 01:15:55,64.245.22.236,SRV-PROD-08,India,DDoS Attack,Low,Mitigated,146,Blocked
SEC-INC-50625,2024-09-25 00:18:18,47.234.48.54,SRV-PROD-01,Russia,Malware Infiltration,Low,Mitigated,33,Blocked
SEC-INC-50626,2024-03-06 21:44:35,179.237.4.63,SRV-PROD-07,India,DDoS Attack,Medium,Mitigated,72,Blocked
SEC-INC-50627,2024-05-25 21:42:08,75.246.186.233,SRV-PROD-07,Russia,Malware Infiltration,Medium,Mitigated,99,Blocked
SEC-INC-50628,2024-06-26 04:52:33,59.20.80.155,SRV-PROD-02,China,Malware Infiltration,Medium,False Positive,32,Blocked
SEC-INC-50629,2024-05-29 08:13:21,104.102.136.123,SRV-PROD-06,Russia,Malware Infiltration,Low,Mitigated,54,Allowed
SEC-INC-50630,2024-03-21 07:50:57,200.155.130.38,SRV-PROD-02,Brazil,DDoS Attack,Low,False Positive,112,Allowed
SEC-INC-50631,2024-02-17 09:17:22,54.179.191.220,SRV-PROD-05,USA,Malware Infiltration,Medium,Resolved,98,Blocked
SEC-INC-50632,2024-01-11 12:17:15,105.127.240.102,SRV-PROD-07,Netherlands,Privilege Escalation,Low,Resolved,34,Blocked
SEC-INC-50633,2024-03-06 15:31:44,49.241.11.242,SRV-PROD-04,Russia,Malware Infiltration,High,False Positive,104,Blocked
SEC-INC-50634,2024-07-22 22:06:56,67.210.224.196,SRV-PROD-01,Netherlands,Brute Force SSH,Medium,Resolved,87,Blocked
SEC-INC-50635,2024-04-18 03:38:20,89.197.56.66,SRV-PROD-06,India,Phishing Attempt,High,Investigating,,Blocked
SEC-INC-50636,2024-08-11 20:49:38,72.125.161.217,SRV-PROD-08,Netherlands,Malware Infiltration,Medium,Investigating,,Blocked
SEC-INC-50637,2024-04-17 19:05:46,112.75.192.247,SRV-PROD-01,China,Brute Force SSH,Low,Resolved,140,Alerted
SEC-INC-50638,2024-04-09 12:28:26,121.61.123.221,SRV-PROD-03,Netherlands,Phishing Attempt,Low,False Positive,162,Blocked
SEC-INC-50639,2024-03-04 01:56:39,71.171.95.116,SRV-PROD-01,Russia,Malware Infiltration,Low,Resolved,79,Alerted
SEC-INC-50640,2024-10-20 06:37:06,49.183.255.116,SRV-PROD-05,USA,DDoS Attack,High,Mitigated,164,Blocked
SEC-INC-50641,2024-10-20 13:41:05,213.76.213.142,SRV-PROD-08,China,Malware Infiltration,Low,False Positive,153,Alerted
SEC-INC-50642,2024-11-22 20:42:28,108.38.85.145,SRV-PROD-02,Germany,Phishing Attempt,High,False Positive,150,Blocked
SEC-INC-50643,2024-11-12 07:04:47,89.228.49.28,SRV-PROD-03,Brazil,SQL Injection,High,Mitigated,108,Blocked
SEC-INC-50644,2024-10-15 20:23:00,59.105.160.180,SRV-PROD-01,Unknown,Brute Force SSH,Low,Resolved,122,Alerted
SEC-INC-50645,2024-01-16 23:22:19,158.45.192.56,SRV-PROD-05,Brazil,Malware Infiltration,Medium,False Positive,176,Blocked
SEC-INC-50646,2024-11-04 13:10:22,211.63.231.244,SRV-PROD-03,Russia,SQL Injection,High,False Positive,109,Blocked
SEC-INC-50647,2024-12-05 04:17:20,81.231.178.145,SRV-PROD-07,India,Phishing Attempt,Medium,Investigating,,Alerted
SEC-INC-50648,2024-10-29 13:03:38,184.174.38.112,SRV-PROD-05,China,Malware Infiltration,Low,Mitigated,93,Alerted
SEC-INC-50649,2024-11-18 02:39:02,100.4.144.124,SRV-PROD-07,China,Privilege Escalation,High,Investigating,,Blocked
SEC-INC-50650,2024-04-07 19:14:32,125.147.87.252,SRV-PROD-02,Germany,Brute Force SSH,High,Mitigated,143,Blocked
SEC-INC-50651,2024-03-17 08:45:36,195.204.198.80,SRV-PROD-05,Russia,Phishing Attempt,High,Investigating,,Blocked
SEC-INC-50652,2024-09-01 08:08:45,45.2.171.219,SRV-PROD-07,Netherlands,DDoS Attack,Low,Resolved,34,Alerted
SEC-INC-50653,2024-09-14 07:21:24,64.21.172.50,SRV-PROD-06,Russia,Phishing Attempt,Critical,Mitigated,140,Blocked
SEC-INC-50654,2024-01-29 22:17:04,210.72.21.76,SRV-PROD-02,India,Phishing Attempt,Medium,Investigating,,Blocked
SEC-INC-50655,2024-09-24 07:07:56,194.244.114.165,SRV-PROD-07,USA,Phishing Attempt,Medium,Investigating,,Blocked
SEC-INC-50656,2024-05-23 09:50:05,49.230.127.113,SRV-PROD-08,Germany,DDoS Attack,Low,Mitigated,40,Blocked
SEC-INC-50657,2024-07-25 14:59:15,216.34.153.36,SRV-PROD-06,Russia,Malware Infiltration,High,Mitigated,165,Blocked
SEC-INC-50658,2024-08-30 13:59:53,57.252.42.145,SRV-PROD-02,Germany,Phishing Attempt,Low,False Positive,22,Allowed
SEC-INC-50659,2024-04-11 07:22:43,161.60.23.240,SRV-PROD-03,India,SQL Injection,Medium,Investigating,,Allowed
SEC-INC-50660,2024-06-25 14:36:40,72.120.140.238,SRV-PROD-02,Unknown,Phishing Attempt,Low,Investigating,,Blocked
SEC-INC-50661,2024-02-22 02:51:41,199.42.1.98,SRV-PROD-02,Brazil,DDoS Attack,Low,False Positive,38,Alerted
SEC-INC-50662,2024-09-10 19:53:00,191.250.89.97,SRV-PROD-02,Brazil,Brute Force SSH,Medium,False Positive,83,Alerted
SEC-INC-50663,2024-10-30 01:47:26,88.222.149.83,SRV-PROD-01,USA,DDoS Attack,Low,Resolved,29,Alerted
SEC-INC-50664,2024-05-21 10:22:04,58.61.116.53,SRV-PROD-05,China,DDoS Attack,Medium,Resolved,41,Alerted
SEC-INC-50665,2024-09-12 18:41:31,88.235.48.20,SRV-PROD-01,USA,Privilege Escalation,Low,Mitigated,155,Blocked
SEC-INC-50666,2024-04-03 03:43:33,205.50.67.133,SRV-PROD-07,USA,Malware Infiltration,Medium,Mitigated,180,Blocked
SEC-INC-50667,2024-08-12 08:30:53,154.222.212.60,SRV-PROD-04,China,Malware Infiltration,Low,False Positive,109,Allowed
SEC-INC-50668,2024-06-22 08:20:03,191.193.116.246,SRV-PROD-01,Unknown,Privilege Escalation,Medium,Mitigated,108,Blocked
SEC-INC-50669,2024-03-01 16:30:50,167.180.16.104,SRV-PROD-08,Brazil,DDoS Attack,Medium,Investigating,,Allowed
SEC-INC-50670,2024-07-05 00:04:55,141.139.37.22,SRV-PROD-03,USA,Brute Force SSH,Medium,False Positive,177,Allowed
SEC-INC-50671,2024-02-14 14:19:18,218.224.169.94,SRV-PROD-01,India,Malware Infiltration,Critical,Resolved,180,Blocked
SEC-INC-50672,2024-05-15 14:44:35,190.39.188.19,SRV-PROD-03,China,Malware Infiltration,Low,Mitigated,121,Blocked
SEC-INC-50673,2024-01-21 20:17:56,196.137.198.175,SRV-PROD-05,Brazil,DDoS Attack,Medium,False Positive,144,Allowed
SEC-INC-50674,2024-03-22 04:37:09,54.218.85.205,SRV-PROD-01,Brazil,Privilege Escalation,High,Mitigated,158,Blocked
SEC-INC-50675,2024-12-20 09:07:49,174.249.75.166,SRV-PROD-03,Germany,Malware Infiltration,Low,Resolved,170,Allowed
SEC-INC-50676,2024-05-25 12:37:33,160.161.140.130,SRV-PROD-08,Russia,Privilege Escalation,Medium,Resolved,96,Allowed
SEC-INC-50677,2024-04-30 19:48:19,147.115.100.123,SRV-PROD-04,USA,Phishing Attempt,Critical,Mitigated,75,Blocked
SEC-INC-50678,2024-07-13 02:50:22,202.17.185.161,SRV-PROD-08,Unknown,Malware Infiltration,Medium,Mitigated,143,Allowed
SEC-INC-50679,2024-11-15 20:55:13,156.130.128.184,SRV-PROD-03,USA,SQL Injection,Medium,Investigating,,Alerted
SEC-INC-50680,2024-01-20 23:25:19,181.82.175.135,SRV-PROD-01,Netherlands,Privilege Escalation,Low,Investigating,,Alerted
SEC-INC-50681,2024-01-27 09:48:21,52.170.230.223,SRV-PROD-06,Netherlands,DDoS Attack,Medium,False Positive,180,Alerted
SEC-INC-50682,2024-10-18 01:23:42,52.173.32.43,SRV-PROD-05,USA,Privilege Escalation,Low,False Positive,73,Alerted
SEC-INC-50683,2024-04-03 19:03:47,145.118.152.101,SRV-PROD-04,USA,SQL Injection,High,False Positive,52,Blocked
SEC-INC-50684,2024-11-22 08:58:45,207.244.35.175,SRV-PROD-05,Netherlands,Brute Force SSH,High,Investigating,,Blocked
SEC-INC-50685,2024-10-06 20:50:51,71.88.104.43,SRV-PROD-05,China,Privilege Escalation,Medium,False Positive,52,Blocked
SEC-INC-50686,2024-06-21 17:35:47,90.234.242.88,SRV-PROD-07,USA,Malware Infiltration,Low,Investigating,,Blocked
SEC-INC-50687,2024-04-23 12:30:00,180.156.201.176,SRV-PROD-06,China,Brute Force SSH,High,Resolved,148,Blocked
SEC-INC-50688,2024-12-29 14:14:37,139.94.7.244,SRV-PROD-08,Germany,DDoS Attack,Critical,False Positive,9,Blocked
SEC-INC-50689,2024-11-08 11:40:00,169.198.175.74,SRV-PROD-05,Brazil,Phishing Attempt,Low,Resolved,177,Blocked
SEC-INC-50690,2024-10-22 02:42:46,73.234.124.154,SRV-PROD-08,USA,Phishing Attempt,Low,False Positive,153,Allowed
SEC-INC-50691,2024-05-17 01:22:20,67.215.94.54,SRV-PROD-07,Germany,Phishing Attempt,Low,Mitigated,32,Alerted
SEC-INC-50692,2024-06-16 07:21:55,72.56.187.45,SRV-PROD-06,Brazil,DDoS Attack,Medium,Resolved,65,Alerted
SEC-INC-50693,2024-08-17 11:33:11,56.5.246.159,SRV-PROD-05,USA,Privilege Escalation,High,Resolved,77,Blocked
SEC-INC-50694,2024-02-14 01:16:52,135.46.117.99,SRV-PROD-02,Unknown,Malware Infiltration,Low,Investigating,,Alerted
SEC-INC-50695,2024-01-04 09:53:29,137.34.61.217,SRV-PROD-06,Netherlands,Brute Force SSH,High,False Positive,147,Blocked
SEC-INC-50696,2024-08-07 15:08:56,59.245.84.222,SRV-PROD-07,Unknown,Malware Infiltration,Medium,False Positive,47,Allowed
SEC-INC-50697,2024-09-09 12:18:07,175.87.252.190,SRV-PROD-05,India,Privilege Escalation,Medium,False Positive,86,Blocked
SEC-INC-50698,2024-11-10 10:29:13,90.129.33.78,SRV-PROD-02,China,Privilege Escalation,Medium,False Positive,11,Allowed
SEC-INC-50699,2024-01-04 01:26:04,55.40.206.79,SRV-PROD-06,Brazil,Malware Infiltration,Medium,Investigating,,Allowed
SEC-INC-50700,2024-05-01 04:46:27,209.225.212.227,SRV-PROD-02,India,SQL Injection,Low,Resolved,87,Alerted
SEC-INC-50701,2024-09-03 01:13:48,178.53.163.163,SRV-PROD-07,USA,Privilege Escalation,Low,False Positive,77,Blocked
SEC-INC-50702,2024-09-25 22:27:39,143.99.151.159,SRV-PROD-08,USA,DDoS Attack,Critical,Investigating,,Blocked
SEC-INC-50703,2024-08-04 16:20:51,208.202.113.185,SRV-PROD-05,Netherlands,Brute Force SSH,Medium,Investigating,,Alerted
SEC-INC-50704,2024-09-20 06:06:21,139.74.54.244,SRV-PROD-02,Brazil,Brute Force SSH,Medium,Resolved,39,Allowed
SEC-INC-50705,2024-02-02 04:35:53,96.156.37.225,SRV-PROD-01,Germany,Malware Infiltration,Low,Mitigated,7,Allowed
SEC-INC-50706,2024-09-23 08:54:39,151.68.126.41,SRV-PROD-04,Unknown,SQL Injection,Low,Investigating,,Alerted
SEC-INC-50707,2024-07-25 18:53:04,67.171.117.46,SRV-PROD-03,India,DDoS Attack,Medium,False Positive,97,Blocked
SEC-INC-50708,2024-11-17 09:40:16,168.35.98.40,SRV-PROD-01,India,Brute Force SSH,Medium,Mitigated,102,Blocked
SEC-INC-50709,2024-10-10 08:46:40,71.101.14.141,SRV-PROD-03,Unknown,Phishing Attempt,Medium,Investigating,,Allowed
SEC-INC-50710,2024-08-22 07:49:49,95.114.202.184,SRV-PROD-04,USA,Phishing Attempt,Low,Investigating,,Allowed
SEC-INC-50711,2024-10-22 20:38:21,202.55.190.106,SRV-PROD-03,China,Privilege Escalation,Medium,False Positive,173,Blocked
SEC-INC-50712,2024-02-08 23:18:52,122.61.142.141,SRV-PROD-03,Brazil,Brute Force SSH,Low,False Positive,67,Blocked
SEC-INC-50713,2024-10-03 07:23:52,126.143.241.79,SRV-PROD-05,Netherlands,Phishing Attempt,Medium,Mitigated,131,Allowed
SEC-INC-50714,2024-03-23 14:18:42,119.64.242.6,SRV-PROD-06,Germany,SQL Injection,Medium,Mitigated,161,Blocked
SEC-INC-50715,2024-02-29 06:34:13,159.155.212.218,SRV-PROD-08,Russia,Brute Force SSH,Medium,Mitigated,22,Allowed
SEC-INC-50716,2024-01-29 12:03:19,108.171.231.153,SRV-PROD-08,Unknown,Privilege Escalation,Low,Mitigated,88,Allowed
SEC-INC-50717,2024-10-23 20:19:39,177.63.34.39,SRV-PROD-01,China,Brute Force SSH,High,Mitigated,18,Blocked
SEC-INC-50718,2024-10-07 06:51:39,89.10.227.12,SRV-PROD-05,Unknown,Malware Infiltration,High,Mitigated,137,Blocked
SEC-INC-50719,2024-09-14 18:25:11,190.113.90.176,SRV-PROD-04,India,Privilege Escalation,Medium,Investigating,,Allowed
SEC-INC-50720,2024-11-22 19:28:42,145.237.16.205,SRV-PROD-01,Brazil,Phishing Attempt,Low,False Positive,65,Alerted
SEC-INC-50721,2024-11-26 02:59:09,191.219.204.147,SRV-PROD-06,China,DDoS Attack,Low,Investigating,,Allowed
SEC-INC-50722,2024-10-19 03:24:24,50.200.39.165,SRV-PROD-03,India,Privilege Escalation,Low,False Positive,55,Alerted
SEC-INC-50723,2024-05-21 23:48:08,175.50.15.157,SRV-PROD-04,Russia,Malware Infiltration,Medium,Mitigated,26,Allowed
SEC-INC-50724,2024-12-17 21:36:29,172.24.156.248,SRV-PROD-02,USA,DDoS Attack,Low,Investigating,,Blocked
SEC-INC-50725,2024-03-18 04:12:26,98.41.31.222,SRV-PROD-08,Netherlands,DDoS Attack,High,Investigating,,Blocked
SEC-INC-50726,2024-01-28 04:11:35,200.198.191.173,SRV-PROD-02,China,Phishing Attempt,Low,Resolved,38,Allowed
SEC-INC-50727,2024-01-22 04:24:14,203.185.9.115,SRV-PROD-03,India,Privilege Escalation,Medium,Mitigated,68,Allowed
SEC-INC-50728,2024-11-14 07:47:41,54.76.147.50,SRV-PROD-07,Netherlands,SQL Injection,Low,Resolved,174,Allowed
SEC-INC-50729,2024-08-21 23:41:18,215.208.78.199,SRV-PROD-02,USA,SQL Injection,Low,Resolved,77,Allowed
SEC-INC-50730,2024-10-12 14:22:25,205.135.36.237,SRV-PROD-06,Russia,Malware Infiltration,Medium,Investigating,,Allowed
SEC-INC-50731,2024-11-01 10:26:20,141.33.5.216,SRV-PROD-04,India,SQL Injection,Medium,Resolved,172,Allowed
SEC-INC-50732,2024-04-19 20:42:42,197.89.33.200,SRV-PROD-08,Russia,Phishing Attempt,Low,Mitigated,35,Allowed
SEC-INC-50733,2024-05-21 06:56:42,153.240.92.141,SRV-PROD-06,India,DDoS Attack,Low,Investigating,,Allowed
SEC-INC-50734,2024-01-14 09:26:34,64.228.191.200,SRV-PROD-03,Russia,Brute Force SSH,Critical,Resolved,113,Blocked
SEC-INC-50735,2024-03-04 13:10:24,202.42.123.60,SRV-PROD-08,Germany,Phishing Attempt,Low,Resolved,118,Blocked
SEC-INC-50736,2024-02-13 15:42:01,154.221.152.6,SRV-PROD-07,Brazil,Brute Force SSH,Low,False Positive,140,Blocked
SEC-INC-50737,2024-02-24 12:27:57,126.67.244.222,SRV-PROD-03,Russia,Brute Force SSH,Medium,False Positive,13,Allowed
SEC-INC-50738,2024-01-31 04:32:23,49.158.93.233,SRV-PROD-07,Unknown,Malware Infiltration,High,Mitigated,99,Blocked
SEC-INC-50739,2024-08-04 11:13:24,204.17.95.114,SRV-PROD-06,India,SQL Injection,Medium,Investigating,,Allowed
SEC-INC-50740,2024-05-08 17:27:38,72.36.215.208,SRV-PROD-05,Unknown,DDoS Attack,Low,Resolved,147,Allowed
SEC-INC-50741,2024-03-01 18:43:14,76.10.54.7,SRV-PROD-07,Brazil,Phishing Attempt,Medium,False Positive,28,Alerted
SEC-INC-50742,2024-03-23 15:25:49,177.11.140.4,SRV-PROD-02,India,DDoS Attack,Low,Resolved,32,Alerted
SEC-INC-50743,2024-12-26 02:12:49,163.22.51.131,SRV-PROD-01,Netherlands,DDoS Attack,Low,Resolved,123,Blocked
SEC-INC-50744,2024-04-27 12:05:34,65.249.13.209,SRV-PROD-05,India,Malware Infiltration,Critical,Mitigated,81,Blocked
SEC-INC-50745,2024-04-12 14:35:09,89.30.181.51,SRV-PROD-01,Russia,Malware Infiltration,Medium,False Positive,141,Blocked
SEC-INC-50746,2024-12-12 12:56:14,159.110.181.110,SRV-PROD-05,Unknown,Phishing Attempt,Low,Resolved,90,Allowed
SEC-INC-50747,2024-12-09 07:17:42,200.104.41.211,SRV-PROD-08,Germany,DDoS Attack,High,Mitigated,43,Blocked
SEC-INC-50748,2024-02-10 12:51:39,194.17.135.62,SRV-PROD-03,Unknown,Phishing Attempt,Low,False Positive,108,Alerted
SEC-INC-50749,2024-08-05 03:38:49,124.248.85.161,SRV-PROD-01,China,Phishing Attempt,Low,Mitigated,175,Alerted
SEC-INC-50750,2024-03-04 09:11:11,54.6.192.168,SRV-PROD-05,Brazil,Malware Infiltration,High,Resolved,149,Blocked
SEC-INC-50751,2024-12-24 22:58:36,114.147.1.81,SRV-PROD-04,China,SQL Injection,High,Resolved,70,Blocked
SEC-INC-50752,2024-11-08 22:10:03,173.10.207.151,SRV-PROD-05,Unknown,DDoS Attack,High,Mitigated,168,Blocked
SEC-INC-50753,2024-04-24 23:35:38,61.51.119.152,SRV-PROD-08,China,DDoS Attack,Low,False Positive,31,Alerted
SEC-INC-50754,2024-07-14 03:37:31,83.56.125.74,SRV-PROD-01,Unknown,DDoS Attack,Medium,Investigating,,Allowed
SEC-INC-50755,2024-03-30 11:44:07,156.47.54.189,SRV-PROD-05,China,Malware Infiltration,Medium,Resolved,22,Blocked
SEC-INC-50756,2024-05-15 06:00:45,155.218.253.245,SRV-PROD-03,Russia,Brute Force SSH,Medium,Mitigated,143,Allowed
SEC-INC-50757,2024-02-24 03:14:28,150.15.216.41,SRV-PROD-01,Germany,Phishing Attempt,High,Resolved,65,Blocked
SEC-INC-50758,2024-07-08 22:23:56,191.132.153.130,SRV-PROD-08,USA,Phishing Attempt,Low,Mitigated,10,Blocked
SEC-INC-50759,2024-10-02 18:20:14,205.151.247.75,SRV-PROD-01,China,Malware Infiltration,High,False Positive,82,Blocked
SEC-INC-50760,2024-09-30 05:01:59,86.195.31.116,SRV-PROD-06,Brazil,Malware Infiltration,Critical,False Positive,117,Blocked
SEC-INC-50761,2024-01-06 19:37:40,89.16.208.7,SRV-PROD-05,Russia,DDoS Attack,Medium,Mitigated,175,Allowed
SEC-INC-50762,2024-04-02 06:52:41,142.145.22.77,SRV-PROD-07,China,Privilege Escalation,Medium,Investigating,,Blocked
SEC-INC-50763,2024-09-12 21:29:48,114.203.43.154,SRV-PROD-07,USA,DDoS Attack,Medium,Mitigated,153,Blocked
SEC-INC-50764,2024-09-01 23:08:01,57.69.12.151,SRV-PROD-06,Brazil,Privilege Escalation,Low,Resolved,153,Alerted
SEC-INC-50765,2024-02-27 12:54:39,154.12.127.231,SRV-PROD-04,USA,DDoS Attack,Low,Investigating,,Alerted
SEC-INC-50766,2024-07-12 12:53:25,72.200.239.118,SRV-PROD-07,USA,SQL Injection,Medium,Mitigated,168,Alerted
SEC-INC-50767,2024-11-08 13:42:04,143.140.64.185,SRV-PROD-05,Netherlands,Phishing Attempt,Low,False Positive,43,Allowed
SEC-INC-50768,2024-08-15 00:25:22,84.144.87.27,SRV-PROD-07,USA,Brute Force SSH,Critical,False Positive,153,Blocked
SEC-INC-50769,2024-05-04 22:56:56,149.71.139.140,SRV-PROD-03,Russia,Malware Infiltration,Critical,Investigating,,Blocked
SEC-INC-50770,2024-05-16 19:27:53,147.137.179.129,SRV-PROD-04,Russia,DDoS Attack,Low,False Positive,106,Alerted
SEC-INC-50771,2024-03-18 19:11:42,158.155.148.18,SRV-PROD-07,Russia,Malware Infiltration,High,Resolved,81,Blocked
SEC-INC-50772,2024-02-07 07:48:28,73.151.230.194,SRV-PROD-04,India,Privilege Escalation,High,Investigating,,Blocked
SEC-INC-50773,2024-04-14 14:49:56,72.60.55.122,SRV-PROD-07,Russia,SQL Injection,Low,Investigating,,Allowed
SEC-INC-50774,2024-05-10 11:41:42,187.131.25.103,SRV-PROD-06,Russia,Brute Force SSH,Low,False Positive,82,Alerted
SEC-INC-50775,2024-03-15 09:32:44,76.158.25.110,SRV-PROD-06,Russia,Brute Force SSH,Medium,False Positive,12,Blocked
SEC-INC-50776,2024-08-01 14:38:19,61.121.194.190,SRV-PROD-08,China,Malware Infiltration,Low,False Positive,157,Blocked
SEC-INC-50777,2024-10-20 19:54:06,206.11.140.139,SRV-PROD-01,Netherlands,DDoS Attack,High,Investigating,,Blocked
SEC-INC-50778,2024-02-19 09:53:05,65.114.70.106,SRV-PROD-02,Brazil,SQL Injection,Medium,Mitigated,165,Alerted
SEC-INC-50779,2024-05-15 19:52:34,153.158.170.138,SRV-PROD-04,Netherlands,Privilege Escalation,Medium,Mitigated,84,Blocked
SEC-INC-50780,2024-07-14 20:39:06,124.177.229.222,SRV-PROD-02,India,SQL Injection,Medium,False Positive,173,Allowed
SEC-INC-50781,2024-02-26 04:31:08,202.35.185.154,SRV-PROD-03,Russia,Privilege Escalation,High,False Positive,68,Blocked
SEC-INC-50782,2024-12-22 13:53:22,56.90.30.19,SRV-PROD-08,China,DDoS Attack,Medium,Resolved,63,Blocked
SEC-INC-50783,2024-10-02 20:12:56,146.54.108.81,SRV-PROD-04,Netherlands,Privilege Escalation,Medium,Resolved,136,Blocked
SEC-INC-50784,2024-05-13 11:55:46,140.154.15.98,SRV-PROD-08,Russia,Phishing Attempt,Low,False Positive,39,Alerted
SEC-INC-50785,2024-09-28 21:07:49,109.46.13.76,SRV-PROD-07,Netherlands,Privilege Escalation,High,Mitigated,115,Blocked
SEC-INC-50786,2024-09-11 14:56:39,57.84.203.112,SRV-PROD-05,USA,Phishing Attempt,High,False Positive,85,Blocked
SEC-INC-50787,2024-08-04 13:15:34,170.194.114.88,SRV-PROD-01,Unknown,SQL Injection,High,Investigating,,Blocked
SEC-INC-50788,2024-04-08 18:26:17,200.8.109.34,SRV-PROD-04,India,SQL Injection,High,Mitigated,38,Blocked
SEC-INC-50789,2024-11-20 06:42:39,152.87.180.75,SRV-PROD-01,China,DDoS Attack,Medium,False Positive,63,Allowed
SEC-INC-50790,2024-01-05 15:29:30,86.220.48.31,SRV-PROD-03,USA,SQL Injection,Low,Mitigated,114,Alerted
SEC-INC-50791,2024-12-21 23:54:27,166.80.103.35,SRV-PROD-06,China,DDoS Attack,Low,Resolved,50,Alerted
SEC-INC-50792,2024-12-29 03:38:16,68.96.234.249,SRV-PROD-05,Netherlands,Phishing Attempt,Low,Resolved,32,Alerted
SEC-INC-50793,2024-10-28 18:47:48,146.124.183.127,SRV-PROD-03,Brazil,Phishing Attempt,Low,False Positive,118,Allowed
SEC-INC-50794,2024-05-19 16:14:33,79.255.184.105,SRV-PROD-05,USA,Privilege Escalation,High,Resolved,42,Blocked
SEC-INC-50795,2024-02-26 05:59:37,58.53.136.65,SRV-PROD-04,Unknown,SQL Injection,Low,False Positive,155,Blocked
SEC-INC-50796,2024-07-16 19:22:48,57.119.142.90,SRV-PROD-03,India,SQL Injection,Critical,Investigating,,Blocked
SEC-INC-50797,2024-06-07 04:39:26,76.172.143.178,SRV-PROD-04,India,SQL Injection,Low,False Positive,17,Allowed
SEC-INC-50798,2024-12-12 15:37:40,110.79.168.95,SRV-PROD-05,Unknown,SQL Injection,Medium,Investigating,,Allowed
SEC-INC-50799,2024-02-27 05:05:42,94.40.240.183,SRV-PROD-08,Germany,Malware Infiltration,Medium,Mitigated,179,Blocked
SEC-INC-50800,2024-02-13 16:24:40,157.231.199.102,SRV-PROD-04,Brazil,Privilege Escalation,Low,Investigating,,Alerted
SEC-INC-50801,2024-03-27 01:07:04,94.223.214.143,SRV-PROD-07,USA,Phishing Attempt,High,False Positive,8,Blocked
SEC-INC-50802,2024-12-01 19:45:59,60.206.217.18,SRV-PROD-07,Brazil,Phishing Attempt,Low,Investigating,,Allowed
SEC-INC-50803,2024-07-16 22:10:07,103.84.185.140,SRV-PROD-03,Germany,Malware Infiltration,High,False Positive,63,Blocked
SEC-INC-50804,2024-06-05 00:25:48,54.220.236.221,SRV-PROD-02,China,Privilege Escalation,High,Mitigated,126,Blocked
SEC-INC-50805,2024-09-15 10:26:05,176.232.18.216,SRV-PROD-07,India,Brute Force SSH,Low,False Positive,176,Alerted
SEC-INC-50806,2024-05-13 09:32:06,154.14.212.137,SRV-PROD-04,India,Privilege Escalation,Low,Investigating,,Alerted
SEC-INC-50807,2024-12-26 20:06:53,72.4.165.176,SRV-PROD-06,Brazil,Privilege Escalation,Medium,Investigating,,Blocked
SEC-INC-50808,2024-08-21 18:17:22,176.170.66.224,SRV-PROD-07,Netherlands,Malware Infiltration,Medium,Investigating,,Blocked
SEC-INC-50809,2024-11-02 02:13:05,123.255.253.81,SRV-PROD-08,USA,DDoS Attack,Low,Mitigated,179,Allowed
SEC-INC-50810,2024-05-09 13:43:13,104.10.208.23,SRV-PROD-07,Germany,Brute Force SSH,Low,Investigating,,Blocked
